request_id,hour,pickup_zone,dropoff_zone,vehicle_tier,distance_km,duration_min,weather_condition,precipitation_mm_h,visibility_km,temperature_c,congestion_index,traffic_incidents,active_drivers,open_requests,dsr_ratio,rider_loyalty,subtotal_base_fare,weather_multiplier,traffic_multiplier,dsr_multiplier,time_multiplier,total_surge_multiplier,final_fare,driver_payout,platform_commission,acceptance_probability,is_accepted,is_capped
REQ-002354,1,SUBURB_NORTH,AIRPORT,PREMIUM,14.53,39.1,RAIN,4.2,6.6,6.7,0.14,0,43,32,0.74,REGULAR,81.91,0.297,0.0,0.0,0.15,1.45,118.77,92.76,26.01,0.7465,0,0
REQ-002355,11,TECH_CORRIDOR,SUBURB_NORTH,PREMIUM,20.5,59.5,DRIZZLE,0.0,10.0,10.1,0.42,1,28,37,1.32,REGULAR,115.97,0.162,0.189,0.112,0.0,1.46,169.32,132.32,37.0,0.7419,0,0
REQ-002356,15,FINANCIAL_DISTRICT,AIRPORT,XL,5.33,16.2,CLEAR,0.0,10.0,25.8,0.15,0,18,23,1.28,REGULAR,26.91,0.0,0.0,0.098,0.0,1.1,29.6,22.47,7.13,0.8721,1,0
REQ-002357,16,AIRPORT,FINANCIAL_DISTRICT,STANDARD,4.59,14.2,CLEAR,0.0,10.0,31.9,0.2,0,33,78,2.36,REGULAR,13.71,0.0,0.0,0.476,0.0,1.48,20.29,15.88,4.41,0.7326,0,0
REQ-002358,9,AIRPORT,FINANCIAL_DISTRICT,STANDARD,21.71,63.3,CLEAR,0.0,10.0,29.3,0.8,0,50,74,1.48,GOLD,52.29,0.0,0.612,0.168,0.2,1.98,103.53,82.77,20.76,0.5715,1,0
REQ-002359,7,SUBURB_NORTH,DOWNTOWN,PREMIUM,16.98,53.2,DRIZZLE,0.0,10.0,9.8,0.46,0,28,49,1.75,REGULAR,100.76,0.1,0.093,0.262,0.2,1.66,167.26,132.09,35.17,0.6401,0,0
REQ-002360,14,SUBURB_NORTH,AIRPORT,PREMIUM,21.4,51.9,CLEAR,0.0,10.0,26.4,0.35,0,53,63,1.19,GOLD,112.03,0.0,0.034,0.0,0.0,1.03,115.39,86.88,28.51,0.9288,1,0
REQ-002361,18,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,22.29,50.4,CLEAR,0.0,10.0,31.3,0.65,0,48,52,1.08,PLATINUM,83.05,0.0,0.408,0.0,0.25,1.66,137.86,108.88,28.98,0.8047,1,0
REQ-002362,13,TECH_CORRIDOR,AIRPORT,PREMIUM,7.56,18.8,CLEAR,0.0,10.0,23.2,0.36,0,26,73,2.81,REGULAR,45.15,0.0,0.039,0.633,0.0,1.67,75.4,59.58,15.82,0.6346,1,0
REQ-002363,20,SUBURB_NORTH,FINANCIAL_DISTRICT,COMFORT,2.53,6.5,CLEAR,0.0,10.0,26.3,0.15,0,34,17,0.5,REGULAR,11.6,0.0,0.0,0.0,0.0,1.0,11.6,8.7,2.9,0.8966,1,0
REQ-002364,18,AIRPORT,TECH_CORRIDOR,XL,17.24,33.6,RAIN,12.1,6.3,15.7,0.71,0,50,75,1.5,REGULAR,62.36,0.386,0.486,0.175,0.25,2.3,143.43,115.68,27.75,0.2769,0,0
REQ-002365,15,AIRPORT,TECH_CORRIDOR,COMFORT,9.1,24.8,HEAVY_RAIN,56.0,1.2,31.4,0.43,0,16,48,3.0,GOLD,30.67,1.2,0.074,0.7,0.0,2.97,91.09,74.36,16.73,0.1103,0,0
REQ-002366,4,DOWNTOWN,SUBURB_NORTH,STANDARD,13.87,36.4,RAIN,3.8,6.6,28.3,0.35,0,35,69,1.97,REGULAR,33.08,0.293,0.034,0.339,0.0,1.67,55.24,43.65,11.59,0.6346,1,0
REQ-002367,4,SUBURB_NORTH,TECH_CORRIDOR,PREMIUM,7.53,23.1,CLEAR,0.0,10.0,27.5,0.39,0,12,11,0.92,REGULAR,48.72,0.0,0.053,0.0,0.0,1.05,51.16,38.61,12.55,0.8849,1,0
REQ-002368,2,SUBURB_NORTH,DOWNTOWN,XL,2.03,6.2,DRIZZLE,0.0,10.0,23.5,0.25,0,50,14,0.28,REGULAR,13.98,0.1,0.005,0.0,0.15,1.25,17.48,13.46,4.02,0.8264,1,0
REQ-002369,21,SUBURB_NORTH,TECH_CORRIDOR,PREMIUM,17.71,44.2,CLEAR,0.0,10.0,9.1,0.42,1,15,31,2.07,REGULAR,95.16,0.035,0.189,0.374,0.0,1.6,152.26,119.91,32.35,0.6726,1,0
REQ-002370,6,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,22.35,63.2,CLEAR,0.0,10.0,25.4,0.45,0,17,56,3.29,REGULAR,69.82,0.0,0.086,0.801,0.0,1.89,131.96,105.18,26.78,0.506,1,0
REQ-002371,17,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,10.32,18.7,RAIN,12.0,6.6,9.7,0.69,0,32,44,1.38,PLATINUM,29.94,0.385,0.46,0.133,0.25,2.23,66.77,53.76,13.01,0.512,1,0
REQ-002372,20,DOWNTOWN,AIRPORT,PREMIUM,4.29,11.4,RAIN,5.5,5.6,30.2,0.28,0,36,52,1.44,REGULAR,29.7,0.312,0.011,0.154,0.0,1.48,43.96,34.4,9.56,0.7326,1,0
REQ-002373,10,FINANCIAL_DISTRICT,DOWNTOWN,XL,3.65,9.7,CLEAR,0.0,10.0,31.8,0.06,0,17,25,1.47,GOLD,19.49,0.0,0.0,0.164,0.0,1.16,22.61,17.27,5.34,0.9052,1,0
REQ-002374,23,DOWNTOWN,TECH_CORRIDOR,XL,3.47,8.7,SNOW,12.7,7.4,-10.5,0.09,0,56,35,0.62,GOLD,18.51,0.807,0.0,0.0,0.15,1.96,36.28,28.99,7.29,0.5832,0,0
REQ-002375,20,SUBURB_NORTH,FINANCIAL_DISTRICT,PREMIUM,11.49,23.3,HEAVY_RAIN,50.6,2.0,20.7,0.23,0,31,48,1.55,REGULAR,59.97,1.169,0.002,0.193,0.0,2.36,141.53,114.3,27.23,0.249,0,0
REQ-002376,19,DOWNTOWN,TECH_CORRIDOR,STANDARD,27.63,76.6,CLEAR,0.0,10.0,25.7,0.55,0,60,71,1.18,REGULAR,64.35,0.061,0.292,0.0,0.25,1.6,102.96,81.08,21.88,0.6726,1,0
REQ-002377,6,TECH_CORRIDOR,FINANCIAL_DISTRICT,COMFORT,22.17,65.5,FOG,0.0,10.0,15.6,0.24,2,12,41,3.42,REGULAR,70.56,0.2,0.243,0.847,0.0,2.29,161.58,130.29,31.29,0.2817,0,0
REQ-002378,22,TECH_CORRIDOR,AIRPORT,STANDARD,11.35,28.1,CLEAR,0.0,10.0,21.4,0.16,0,12,55,4.58,GOLD,27.02,0.0,0.0,1.2,0.0,2.2,59.44,47.82,11.62,0.4403,0,0
REQ-002379,4,SUBURB_NORTH,TECH_CORRIDOR,XL,10.74,28.4,CLEAR,0.0,10.0,15.0,0.33,0,9,65,7.22,REGULAR,45.59,0.047,0.027,1.2,0.0,2.27,103.49,83.41,20.08,0.2915,0,0
REQ-002380,7,FINANCIAL_DISTRICT,AIRPORT,COMFORT,17.82,37.6,CLEAR,0.0,10.0,8.9,0.64,0,20,54,2.7,GOLD,50.82,0.038,0.395,0.595,0.2,2.23,113.33,91.25,22.08,0.4226,0,0
REQ-002381,21,SUBURB_NORTH,AIRPORT,PREMIUM,26.52,63.0,CLEAR,0.0,10.0,24.9,0.16,0,51,29,0.57,GOLD,135.81,0.0,0.0,0.0,0.0,1.0,135.81,101.86,33.95,0.9334,1,0
REQ-002382,17,DOWNTOWN,FINANCIAL_DISTRICT,XL,20.88,39.0,CLEAR,0.0,10.0,19.6,0.73,0,56,13,0.23,GOLD,73.25,0.0,0.514,0.0,0.25,1.76,128.92,102.26,26.66,0.6934,1,0
REQ-002383,17,DOWNTOWN,FINANCIAL_DISTRICT,XL,15.77,30.8,THUNDERSTORM,42.2,2.2,16.4,0.76,0,13,37,2.85,REGULAR,57.6,1.2,0.555,0.647,0.25,3.5,201.6,165.6,36.0,0.021,0,1
REQ-002384,20,TECH_CORRIDOR,SUBURB_NORTH,PREMIUM,7.04,16.5,CLEAR,0.0,10.0,25.6,0.14,0,25,62,2.48,PLATINUM,41.74,0.0,0.0,0.518,0.0,1.52,63.44,49.75,13.69,0.8522,1,0
REQ-002385,13,SUBURB_NORTH,FINANCIAL_DISTRICT,COMFORT,22.62,70.2,THUNDERSTORM,26.8,0.8,30.0,0.12,0,48,73,1.52,REGULAR,73.41,1.2,0.0,0.182,0.0,2.38,174.72,141.17,33.55,0.2401,0,0
REQ-002386,10,DOWNTOWN,SUBURB_NORTH,COMFORT,5.0,11.0,THUNDERSTORM,20.2,1.7,25.3,0.24,0,18,19,1.06,REGULAR,17.7,1.107,0.003,0.0,0.0,2.11,37.35,29.98,7.37,0.3766,0,0
REQ-002387,0,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,27.39,65.0,DRIZZLE,0.0,10.0,25.3,0.28,0,56,48,0.86,REGULAR,78.94,0.163,0.011,0.0,0.15,1.32,104.2,80.68,23.52,0.8009,1,0
REQ-002388,16,SUBURB_NORTH,TECH_CORRIDOR,XL,7.33,17.7,CLEAR,0.0,10.0,19.1,0.25,0,49,56,1.14,REGULAR,32.01,0.023,0.005,0.0,0.0,1.03,32.97,24.82,8.15,0.8897,1,0
REQ-002389,19,TECH_CORRIDOR,AIRPORT,XL,8.86,25.8,THUNDERSTORM,22.6,1.6,27.8,0.55,0,25,40,1.6,REGULAR,40.09,1.144,0.293,0.21,0.25,2.9,116.26,94.81,21.45,0.0832,0,0
REQ-002390,12,FINANCIAL_DISTRICT,AIRPORT,XL,15.4,37.3,THUNDERSTORM,22.9,2.6,21.8,0.35,0,31,73,2.35,REGULAR,60.72,1.108,0.034,0.472,0.0,2.61,158.48,128.64,29.84,0.1539,0,0
REQ-002391,0,FINANCIAL_DISTRICT,AIRPORT,COMFORT,23.16,43.0,THUNDERSTORM,32.9,0.5,12.7,0.23,0,26,14,0.54,REGULAR,62.06,1.2,0.002,0.0,0.15,2.35,145.84,117.76,28.08,0.2535,0,0
REQ-002392,13,TECH_CORRIDOR,FINANCIAL_DISTRICT,XL,9.88,20.3,CLEAR,0.0,10.0,22.8,0.09,1,47,39,0.83,REGULAR,38.93,0.043,0.12,0.0,0.0,1.16,45.16,34.49,10.67,0.8552,0,0
REQ-002393,6,DOWNTOWN,TECH_CORRIDOR,XL,8.16,18.9,HEAVY_RAIN,34.7,2.9,13.5,0.28,0,59,30,0.51,REGULAR,34.48,0.954,0.011,0.0,0.0,1.96,67.58,54.0,13.58,0.4641,0,0
REQ-002394,20,DOWNTOWN,TECH_CORRIDOR,STANDARD,15.66,40.5,CLEAR,0.0,10.0,17.7,0.27,0,20,69,3.45,GOLD,36.74,0.0,0.009,0.858,0.0,1.87,68.7,54.72,13.98,0.6346,1,0
REQ-002395,16,DOWNTOWN,TECH_CORRIDOR,PREMIUM,7.71,20.8,RAIN,13.4,7.4,16.1,0.31,0,28,52,1.86,PLATINUM,47.27,0.401,0.02,0.301,0.0,1.72,81.3,64.38,16.92,0.7811,0,0
REQ-002396,14,DOWNTOWN,SUBURB_NORTH,XL,27.89,76.0,RAIN,10.2,4.6,21.5,0.45,2,13,12,0.92,PLATINUM,110.17,0.438,0.326,0.0,0.0,1.76,193.9,153.8,40.1,0.7642,1,0
REQ-002397,5,FINANCIAL_DISTRICT,AIRPORT,PREMIUM,11.25,27.3,CLEAR,0.0,10.0,15.4,0.3,0,35,73,2.09,REGULAR,62.7,0.0,0.017,0.381,0.0,1.4,87.78,68.34,19.44,0.7685,1,0
REQ-002398,10,AIRPORT,FINANCIAL_DISTRICT,PREMIUM,6.28,18.4,DRIZZLE,0.0,10.0,24.4,0.39,0,40,74,1.85,REGULAR,41.22,0.1,0.053,0.297,0.0,1.45,59.77,46.68,13.09,0.7465,1,0
REQ-002399,10,AIRPORT,FINANCIAL_DISTRICT,STANDARD,11.48,32.6,DRIZZLE,0.0,10.0,17.9,0.14,0,57,68,1.19,GOLD,28.76,0.1,0.0,0.0,0.0,1.1,31.64,24.02,7.62,0.9168,0,0
REQ-002400,13,AIRPORT,DOWNTOWN,COMFORT,24.15,57.3,CLEAR,0.0,10.0,6.8,0.09,0,36,13,0.36,GOLD,70.14,0.0,0.0,0.0,0.0,1.0,70.14,52.61,17.53,0.9334,1,0
REQ-002401,17,TECH_CORRIDOR,AIRPORT,COMFORT,13.69,41.5,RAIN,4.3,7.9,24.6,0.44,0,8,64,8.0,REGULAR,45.77,0.298,0.08,1.2,0.25,2.83,129.53,105.52,24.01,0.0969,0,0
REQ-002402,21,TECH_CORRIDOR,AIRPORT,COMFORT,2.87,7.4,THUNDERSTORM,28.2,2.7,26.0,0.42,0,42,60,1.43,REGULAR,12.57,1.108,0.069,0.15,0.0,2.33,29.29,23.64,5.65,0.2627,0,0
REQ-002403,11,DOWNTOWN,TECH_CORRIDOR,PREMIUM,14.5,46.3,DRIZZLE,0.0,10.0,17.1,0.42,0,59,10,0.17,REGULAR,87.95,0.1,0.069,0.0,0.0,1.17,102.9,78.67,24.23,0.8522,1,0
REQ-002404,1,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,11.2,20.3,CLEAR,0.0,10.0,23.6,0.26,0,12,13,1.08,REGULAR,32.11,0.023,0.007,0.0,0.15,1.18,37.89,29.0,8.89,0.8492,0,0
REQ-002405,9,AIRPORT,TECH_CORRIDOR,COMFORT,7.49,18.6,RAIN,12.4,6.5,6.3,0.53,1,58,46,0.79,REGULAR,25.23,0.39,0.392,0.0,0.2,1.98,49.96,39.94,10.02,0.4521,1,0
REQ-002406,16,SUBURB_NORTH,AIRPORT,COMFORT,5.04,11.7,DRIZZLE,0.0,10.0,16.6,0.1,0,32,65,2.03,REGULAR,18.08,0.1,0.0,0.36,0.0,1.46,26.4,20.63,5.77,0.7419,1,0
REQ-002407,1,DOWNTOWN,SUBURB_NORTH,PREMIUM,19.25,44.3,CLEAR,0.0,10.0,27.4,0.17,0,16,26,1.62,REGULAR,99.55,0.0,0.0,0.217,0.15,1.37,136.38,105.97,30.41,0.7811,1,0
REQ-002408,19,TECH_CORRIDOR,DOWNTOWN,PREMIUM,10.06,29.2,CLEAR,0.0,10.0,16.8,0.71,0,10,38,3.8,GOLD,60.99,0.0,0.486,0.98,0.25,2.72,165.89,134.91,30.98,0.1842,0,0
REQ-002409,5,TECH_CORRIDOR,FINANCIAL_DISTRICT,PREMIUM,9.61,19.2,CLEAR,0.0,10.0,13.8,0.35,0,22,40,1.82,REGULAR,51.23,0.0,0.034,0.287,0.0,1.32,67.62,52.35,15.27,0.8009,1,0
REQ-002410,19,AIRPORT,FINANCIAL_DISTRICT,XL,9.08,24.4,DRIZZLE,0.0,10.0,24.2,0.51,0,54,14,0.26,REGULAR,39.71,0.1,0.252,0.0,0.25,1.6,63.54,50.04,13.5,0.6726,1,0
REQ-002411,23,TECH_CORRIDOR,DOWNTOWN,XL,20.24,61.2,DRIZZLE,0.0,10.0,25.5,0.22,0,14,48,3.43,REGULAR,85.22,0.121,0.001,0.851,0.15,2.12,180.67,145.05,35.62,0.371,0,0
REQ-002412,14,DOWNTOWN,TECH_CORRIDOR,STANDARD,16.68,41.7,CLEAR,0.0,10.0,18.4,0.29,0,34,78,2.29,PLATINUM,38.45,0.0,0.014,0.451,0.0,1.47,56.52,44.2,12.32,0.8667,1,0
REQ-002413,5,DOWNTOWN,AIRPORT,XL,11.87,23.2,CLEAR,0.0,10.0,14.9,0.15,0,17,57,3.35,REGULAR,44.85,0.0,0.0,0.823,0.0,1.82,81.63,64.9,16.73,0.5479,1,0
REQ-002414,18,AIRPORT,FINANCIAL_DISTRICT,PREMIUM,4.81,11.6,CLEAR,0.0,10.0,15.7,0.47,0,30,73,2.43,GOLD,31.33,0.013,0.099,0.501,0.25,1.86,58.27,46.4,11.87,0.6401,1,0
REQ-002415,20,AIRPORT,TECH_CORRIDOR,XL,11.46,29.5,DRIZZLE,0.0,10.0,18.7,0.1,0,13,53,4.08,GOLD,47.77,0.117,0.0,1.078,0.0,2.2,105.09,84.55,20.54,0.4403,1,0
REQ-002416,2,SUBURB_NORTH,DOWNTOWN,XL,6.48,20.2,CLEAR,0.0,10.0,29.5,0.09,0,24,43,1.79,GOLD,31.73,0.0,0.0,0.276,0.15,1.43,45.37,35.39,9.98,0.8331,1,0
REQ-002417,16,SUBURB_NORTH,AIRPORT,XL,27.18,74.9,RAIN,4.7,7.6,16.2,0.34,0,51,24,0.47,GOLD,108.02,0.303,0.03,0.0,0.0,1.33,143.67,111.32,32.35,0.8639,0,0
REQ-002418,13,SUBURB_NORTH,DOWNTOWN,XL,17.47,43.3,CLEAR,0.0,10.0,21.3,0.37,0,28,31,1.11,REGULAR,68.67,0.025,0.043,0.0,0.0,1.07,73.48,55.59,17.89,0.88,1,0
REQ-002419,21,SUBURB_NORTH,TECH_CORRIDOR,STANDARD,20.33,50.4,DRIZZLE,0.0,10.0,13.4,0.36,0,35,25,0.71,REGULAR,46.05,0.1,0.039,0.0,0.0,1.14,52.5,40.02,12.48,0.861,1,0
REQ-002420,6,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,10.88,20.9,CLEAR,0.0,10.0,30.5,0.38,0,15,56,3.73,REGULAR,41.39,0.0,0.048,0.955,0.0,2.0,82.78,66.22,16.56,0.4403,0,0
REQ-002421,20,TECH_CORRIDOR,AIRPORT,XL,26.17,79.0,CLEAR,0.0,10.0,8.8,0.05,0,48,17,0.35,REGULAR,108.36,0.0,0.0,0.0,0.0,1.0,108.36,81.27,27.09,0.8966,1,0
REQ-002422,4,TECH_CORRIDOR,FINANCIAL_DISTRICT,STANDARD,13.4,33.0,CLEAR,0.0,10.0,10.5,0.32,0,41,23,0.56,GOLD,31.3,0.0,0.023,0.0,0.0,1.02,31.93,24.01,7.92,0.9303,1,0
REQ-002423,13,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,13.73,29.4,CLEAR,0.0,10.0,17.1,0.23,0,40,75,1.88,GOLD,40.38,0.0,0.002,0.308,0.0,1.31,52.9,40.93,11.97,0.8694,1,0
REQ-002424,9,AIRPORT,TECH_CORRIDOR,PREMIUM,18.64,45.5,DRIZZLE,0.0,10.0,9.1,0.52,0,20,63,3.15,REGULAR,98.86,0.1,0.262,0.752,0.2,2.31,228.37,184.23,44.14,0.2721,0,0
REQ-002425,19,SUBURB_NORTH,FINANCIAL_DISTRICT,PREMIUM,12.63,27.3,SNOW,3.1,6.7,-5.3,0.69,0,20,19,0.95,REGULAR,66.56,0.592,0.459,0.0,0.25,2.3,153.09,123.47,29.62,0.2769,0,0
REQ-002426,7,FINANCIAL_DISTRICT,DOWNTOWN,PREMIUM,13.7,24.9,CLEAR,0.0,10.0,29.7,0.64,0,28,22,0.79,REGULAR,67.52,0.0,0.395,0.0,0.2,1.59,107.36,84.5,22.86,0.6779,1,0
REQ-002427,17,SUBURB_NORTH,AIRPORT,STANDARD,6.1,14.6,CLEAR,0.0,10.0,8.2,0.63,0,47,56,1.19,PLATINUM,15.73,0.0,0.382,0.0,0.25,1.63,25.64,20.22,5.42,0.8158,1,0
REQ-002428,3,AIRPORT,SUBURB_NORTH,COMFORT,16.65,42.7,CLEAR,0.0,10.0,11.6,0.39,0,51,58,1.14,GOLD,51.19,0.025,0.053,0.0,0.15,1.23,62.96,48.4,14.56,0.8897,1,0
REQ-002429,9,SUBURB_NORTH,FINANCIAL_DISTRICT,COMFORT,20.61,47.3,CLEAR,0.0,10.0,30.7,0.84,0,39,80,2.05,REGULAR,59.8,0.0,0.676,0.367,0.2,2.24,133.95,107.88,26.07,0.3066,1,0
REQ-002430,20,AIRPORT,DOWNTOWN,COMFORT,24.59,75.0,CLEAR,0.0,10.0,26.4,0.07,0,41,47,1.15,REGULAR,78.82,0.0,0.0,0.0,0.0,1.0,78.82,59.11,19.71,0.8966,1,0
REQ-002431,16,SUBURB_NORTH,TECH_CORRIDOR,STANDARD,12.26,34.2,CLEAR,0.0,10.0,20.2,0.31,0,41,60,1.46,REGULAR,30.29,0.0,0.02,0.161,0.0,1.18,35.74,27.35,8.39,0.8492,1,0
REQ-002432,17,TECH_CORRIDOR,FINANCIAL_DISTRICT,PREMIUM,16.36,46.9,THUNDERSTORM,46.9,0.9,12.9,0.5,0,51,68,1.33,REGULAR,93.67,1.2,0.243,0.116,0.25,2.81,263.21,214.36,48.85,0.1012,0,0
REQ-002433,4,FINANCIAL_DISTRICT,DOWNTOWN,COMFORT,18.1,47.9,CLEAR,0.0,10.0,6.4,0.35,0,10,71,7.1,REGULAR,55.92,0.035,0.034,1.2,0.0,2.27,126.94,102.31,24.63,0.2915,1,0
REQ-002434,20,AIRPORT,TECH_CORRIDOR,XL,15.36,34.7,CLEAR,0.0,10.0,19.1,0.26,0,37,39,1.05,REGULAR,59.08,0.0,0.007,0.0,0.0,1.01,59.67,44.81,14.86,0.8944,1,0
REQ-002435,21,FINANCIAL_DISTRICT,AIRPORT,COMFORT,6.5,16.9,DRIZZLE,0.0,10.0,31.0,0.06,0,51,41,0.8,REGULAR,22.82,0.1,0.0,0.0,0.0,1.1,25.1,19.05,6.05,0.8721,0,0
REQ-002436,16,AIRPORT,TECH_CORRIDOR,XL,9.58,25.8,CLEAR,0.0,10.0,26.3,0.16,0,60,32,0.53,GOLD,41.6,0.0,0.0,0.0,0.0,1.0,41.6,31.2,10.4,0.9334,1,0
REQ-002437,16,SUBURB_NORTH,FINANCIAL_DISTRICT,PREMIUM,12.69,33.5,CLEAR,0.0,10.0,27.7,0.31,2,29,79,2.72,REGULAR,72.0,0.0,0.26,0.602,0.0,1.86,133.92,106.63,27.29,0.524,1,0
REQ-002438,19,DOWNTOWN,FINANCIAL_DISTRICT,PREMIUM,21.44,67.7,DRIZZLE,0.0,10.0,24.8,0.76,1,12,39,3.25,GOLD,125.58,0.1,0.673,0.787,0.25,2.81,352.88,287.39,65.49,0.1539,0,0
REQ-002439,11,TECH_CORRIDOR,DOWNTOWN,XL,7.02,15.0,DRIZZLE,0.0,10.0,20.7,0.1,1,33,13,0.39,REGULAR,29.74,0.1,0.12,0.0,0.0,1.22,36.28,27.86,8.42,0.8364,1,0
REQ-002440,13,FINANCIAL_DISTRICT,AIRPORT,XL,6.83,20.4,CLEAR,0.0,10.0,9.7,0.07,0,32,45,1.41,REGULAR,32.58,0.073,0.0,0.143,0.0,1.22,39.75,30.53,9.22,0.8364,1,0
REQ-002441,17,FINANCIAL_DISTRICT,AIRPORT,STANDARD,11.86,26.2,SNOW,5.3,4.0,-4.6,0.76,0,55,42,0.76,REGULAR,26.99,0.552,0.554,0.0,0.25,2.36,63.7,51.45,12.25,0.249,0,0
REQ-002442,22,TECH_CORRIDOR,AIRPORT,STANDARD,16.41,43.3,CLEAR,0.0,10.0,27.7,0.18,0,22,55,2.5,REGULAR,38.66,0.009,0.0,0.525,0.0,1.53,59.15,46.41,12.74,0.7085,1,0
REQ-002443,7,FINANCIAL_DISTRICT,SUBURB_NORTH,XL,4.26,12.4,CLEAR,0.0,10.0,12.1,0.83,0,41,58,1.41,REGULAR,22.39,0.0,0.658,0.143,0.2,2.0,44.78,35.82,8.96,0.4403,1,0
REQ-002444,9,SUBURB_NORTH,TECH_CORRIDOR,XL,21.3,39.0,DRIZZLE,0.0,10.0,31.1,0.6,0,27,15,0.56,REGULAR,74.13,0.1,0.348,0.0,0.2,1.65,122.31,96.55,25.76,0.6457,1,0
REQ-002445,21,AIRPORT,FINANCIAL_DISTRICT,COMFORT,5.34,13.3,DRIZZLE,0.0,10.0,21.7,0.33,0,33,25,0.76,REGULAR,19.3,0.133,0.027,0.0,0.0,1.16,22.39,17.1,5.29,0.8552,1,0
REQ-002446,7,TECH_CORRIDOR,DOWNTOWN,PREMIUM,23.21,59.8,CLEAR,0.0,10.0,31.2,0.83,1,24,30,1.25,GOLD,123.82,0.0,0.779,0.087,0.2,2.07,256.31,205.48,50.83,0.518,1,0
REQ-002447,14,AIRPORT,SUBURB_NORTH,XL,25.06,79.0,CLEAR,0.0,10.0,29.7,0.23,0,53,43,0.81,REGULAR,106.03,0.062,0.002,0.0,0.0,1.06,112.39,84.93,27.46,0.8825,0,0
REQ-002448,10,DOWNTOWN,TECH_CORRIDOR,PREMIUM,17.52,39.1,DRIZZLE,0.0,10.0,19.7,0.38,2,15,21,1.4,PLATINUM,90.29,0.1,0.288,0.14,0.0,1.53,138.14,108.39,29.75,0.8492,1,0
REQ-002449,1,DOWNTOWN,TECH_CORRIDOR,STANDARD,12.06,25.2,CLEAR,0.0,10.0,23.1,0.26,0,41,21,0.51,REGULAR,26.9,0.0,0.007,0.0,0.15,1.16,31.2,23.83,7.37,0.8552,1,0
REQ-002450,13,FINANCIAL_DISTRICT,SUBURB_NORTH,PREMIUM,17.27,39.7,CLEAR,0.0,10.0,5.8,0.32,0,28,47,1.68,GOLD,90.11,0.0,0.023,0.238,0.0,1.26,113.54,87.5,26.04,0.8825,1,0
REQ-002451,13,DOWNTOWN,TECH_CORRIDOR,COMFORT,24.15,46.0,HEAVY_RAIN,28.2,2.4,9.7,0.33,0,24,70,2.92,REGULAR,65.05,0.947,0.027,0.672,0.0,2.65,172.38,140.02,32.36,0.1419,0,0
REQ-002452,4,SUBURB_NORTH,TECH_CORRIDOR,COMFORT,9.14,26.1,CLEAR,0.0,10.0,30.7,0.22,0,55,19,0.35,GOLD,31.33,0.0,0.001,0.0,0.0,1.0,31.33,23.5,7.83,0.9334,1,0
REQ-002453,19,TECH_CORRIDOR,AIRPORT,PREMIUM,3.43,8.7,RAIN,4.2,6.8,21.6,0.81,0,12,73,6.08,REGULAR,24.99,0.297,0.629,1.2,0.25,3.38,84.47,69.3,15.17,0.0279,0,0
REQ-002454,8,FINANCIAL_DISTRICT,AIRPORT,STANDARD,26.61,75.9,DRIZZLE,0.0,10.0,13.5,0.75,0,14,37,2.64,REGULAR,62.83,0.1,0.541,0.574,0.2,2.42,152.05,122.96,29.09,0.223,0,0
REQ-002455,7,DOWNTOWN,AIRPORT,XL,18.66,53.0,DRIZZLE,0.0,10.0,25.4,0.62,0,48,71,1.48,REGULAR,76.99,0.1,0.372,0.168,0.2,1.84,141.66,112.71,28.95,0.5359,0,0
REQ-002456,16,AIRPORT,TECH_CORRIDOR,PREMIUM,3.39,8.7,CLEAR,0.0,10.0,5.4,0.32,0,48,46,0.96,REGULAR,24.88,0.0,0.023,0.0,0.0,1.02,25.38,19.09,6.29,0.8921,1,0
REQ-002457,20,FINANCIAL_DISTRICT,AIRPORT,XL,20.26,47.0,HEAVY_RAIN,54.3,1.7,16.7,0.06,0,31,29,0.94,GOLD,76.75,1.2,0.0,0.0,0.0,2.2,168.85,135.85,33.0,0.4403,1,0
REQ-002458,8,FINANCIAL_DISTRICT,DOWNTOWN,PREMIUM,22.72,51.1,FOG,0.0,10.0,26.5,0.41,0,28,60,2.14,REGULAR,115.06,0.2,0.063,0.399,0.2,1.86,214.01,170.4,43.61,0.524,0,0
REQ-002459,23,AIRPORT,DOWNTOWN,XL,6.4,11.7,RAIN,14.3,4.1,14.5,0.11,1,25,67,2.68,GOLD,26.46,0.469,0.12,0.588,0.15,2.33,61.65,49.76,11.89,0.3654,0,0
REQ-002460,19,TECH_CORRIDOR,DOWNTOWN,PREMIUM,26.6,75.5,DRIZZLE,0.0,10.0,29.1,0.59,0,30,44,1.47,REGULAR,146.65,0.1,0.337,0.164,0.25,1.85,271.3,215.94,55.36,0.53,0,0
REQ-002461,19,SUBURB_NORTH,FINANCIAL_DISTRICT,PREMIUM,15.33,46.7,CLEAR,0.0,10.0,31.4,0.74,1,40,35,0.88,REGULAR,90.62,0.081,0.645,0.0,0.25,1.98,179.43,143.45,35.98,0.4521,1,0
